year,source,target,flow_mw,flow_twh
2021,CZ,AT,10765775.6,10.7657756
2021,SK,HU,10726872.13,10.72687213
2021,CZ,SK,8770840.82,8.77084082
2021,DE-LU,PL,8536063.62,8.536063619999998
2021,PL,CZ,7910242.6,7.910242599999999
2021,HU,HR,6409063.9,6.4090639000000005
2021,HR,SI,6389190.0,6.38919
2021,SI,IT-North,5425107.73,5.425107730000001
2021,BG,RS,5377018.54,5.37701854
2021,PL,SK,4623426.0,4.623426
2021,BG,GR,3916564.0,3.916564
2021,AT,SI,3869398.63,3.86939863
2021,DE-LU,CZ,3677923.49,3.6779234900000004
2021,BG,RO,3632272.0,3.632272
2021,SE4,PL,3430989.93,3.43098993
2021,CZ,DE-LU,3423198.71,3.42319871
2021,ME,IT-Centre-South,3352489.0,3.352489
2021,BA,HR,3171583.0,3.171583
2021,AT,HU,3123233.86,3.12323386
2021,TR,GR,2909124.0,2.909124
2021,MK,GR,2828014.0,2.828014
2021,RS,XK*,2819114.88,2.81911488
2021,UA,HU,2745697.09,2.7456970899999997
2021,SI,HR,2730194.0,2.730194
2021,RS,HR,2451990.0,2.45199
2021,BG,MK,2403238.0,2.403238
2021,RU,UA-IPS,2370185.0,2.370185
2021,AL,ME,2339478.14,2.33947814
2021,BA,ME,2326278.74,2.3262787400000002
2021,SK,UA,1971777.52,1.97177752
2021,RO,BG,1934384.0,1.934384
2021,RU-KGD,LT,1899274.0,1.899274
2021,GR,IT-South,1854098.0,1.854098
2021,UA-IPS,BY,1765775.0,1.765775
2021,GR,MK,1688362.0,1.688362
2021,LT,PL,1682937.93,1.68293793
2021,HU,RO,1535508.72,1.53550872
2021,AL,XK*,1525922.38,1.52592238
2021,UA,RO,1405497.14,1.4054971399999998
2021,RO,RS,1366665.08,1.36666508
2021,HR,HU,1321545.28,1.32154528
2021,XK*,AL,1284074.42,1.2840744199999998
2021,RS,BA,1143293.24,1.14329324
2021,RS,HU,1097401.06,1.0974010600000002
2021,RS,MK,1063852.88,1.0638528799999998
2021,BA,RS,1044512.82,1.04451282
2021,GR,AL,1034710.0,1.03471
2021,BG,TR,1008185.0,1.008185
2021,ME,RS,982745.62,0.98274562
2021,UA,PL,829080.04,0.82908004
2021,UA-DobTPP,PL,829080.04,0.82908004
2021,UA-IPS,PL,829080.04,0.82908004
2021,XK*,ME,821209.4,0.8212094
2021,ME,AL,809628.0,0.809628
2021,XK*,MK,726155.4,0.7261554
2021,PL,LT,694071.92,0.6940719200000001
2021,AL,GR,684533.0,0.684533
2021,SI,AT,617174.57,0.61717457
2021,HU,AT,573004.21,0.57300421
2021,HU,RS,557925.9,0.5579259
2021,MK,RS,555397.8,0.5553978
2021,HR,BA,538796.0,0.538796
2021,RS,RO,524413.49,0.52441349
2021,IT-South,GR,515479.0,0.515479
2021,UA-IPS,MD,491068.0,0.491068
2021,ME,XK*,480913.6,0.4809136
2021,HR,RS,453780.0,0.45378
2021,RO,HU,430478.44,0.43047844
2021,RS,ME,394825.06,0.39482506
2021,RO,UA,386807.72,0.38680771999999997
2021,MK,XK*,350043.0,0.350043
2021,BY,UA-IPS,336158.0,0.336158
2021,XK*,RS,290459.74,0.29045973999999997
2021,MD,UA-IPS,272252.0,0.272252
2021,UA,SK,264041.43,0.26404142999999997
2021,UA,MD,245534.0,0.245534
2021,PL,SE4,208798.72,0.20879872
2021,TR,BG,200337.0,0.200337
2021,IT-Centre-South,ME,188854.0,0.188854
2021,SK,CZ,184841.33,0.18484133
2021,ME,BA,165702.83,0.16570283
2021,MD,UA,136126.0,0.136126
2021,PL,DE-LU,128594.69,0.12859469
2021,GR,BG,127204.0,0.127204
