year,source,target,flow_mw,flow_twh
2024,SK,HU,25790986.2,25.7909862
2024,CZ,SK,19516278.56,19.51627856
2024,SI,HR,9428256.0,9.428256
2024,DE-LU,PL,9347334.87,9.34733487
2024,HU,HR,7778650.5,7.7786505
2024,PL,SK,7196353.96,7.19635396
2024,HU,RO,6312874.9,6.312874900000001
2024,DE-LU,CZ,6240036.79,6.24003679
2024,CZ,AT,5986184.0,5.986184
2024,AT,SI,5848299.7,5.8482997
2024,AT,HU,5804993.68,5.80499368
2024,PL,CZ,5310319.13,5.31031913
2024,SI,IT-North,4885551.31,4.885551309999999
2024,BG,GR,3707680.0,3.70768
2024,MK,GR,3618026.0,3.618026
2024,BA,ME,3563148.09,3.56314809
2024,RS,RO,3347605.96,3.34760596
2024,ME,IT-Centre-South,3236953.0,3.236953
2024,SK,UA-IPS,3190231.95,3.1902319500000003
2024,SK,UA,3189774.85,3.18977485
2024,SE4,PL,3012864.24,3.0128642400000003
2024,HU,UA-IPS,2921045.4,2.9210454
2024,RO,BG,2671413.44,2.67141344
2024,HR,RS,2647158.0,2.647158
2024,HR,BA,2566230.0,2.56623
2024,GR,IT-South,2526289.0,2.526289
2024,RO,MD,2442737.25,2.44273725
2024,CZ,DE-LU,2366049.44,2.36604944
2024,PL,UA-IPS,2253066.88,2.25306688
2024,BG,RS,2252956.3,2.2529562999999997
2024,MD,UA,2187519.0,2.187519
2024,MD,UA-IPS,2187519.0,2.187519
2024,GR,MK,2172868.0,2.172868
2024,UA-IPS,RO,2094646.27,2.09464627
2024,UA,RO,2094393.27,2.09439327
2024,BA,RS,2079504.84,2.0795048400000002
2024,HR,SI,1966575.5,1.9665755
2024,RS,XK*,1852544.14,1.85254414
2024,ME,AL,1850148.2,1.8501482
2024,BG,RO,1837416.24,1.83741624
2024,GR,BG,1788108.0,1.788108
2024,GE,TR,1741667.89,1.74166789
2024,PL,LT,1644230.47,1.6442304699999999
2024,UA-IPS,HU,1524550.48,1.52455048
2024,AL,XK*,1502999.88,1.50299988
2024,ME,RS,1500408.8,1.5004088
2024,AL,ME,1493672.7,1.4936726999999999
2024,HU,UA,1460522.7,1.4605227
2024,MK,RS,1287023.02,1.2870230200000001
2024,RS,ME,1257011.94,1.25701194
2024,RO,RS,1189468.06,1.18946806
2024,RS,HR,1189368.0,1.189368
2024,RU,GE,1157158.52,1.15715852
2024,XK*,RS,1060265.34,1.0602653400000002
2024,RS,BG,1053043.06,1.05304306
2024,XK*,MK,1050700.76,1.05070076
2024,GR,AL,1042831.19,1.04283119
2024,AZ,GE,1031509.86,1.03150986
2024,SK,CZ,1016128.76,1.01612876
2024,BA,HR,996502.0,0.996502
2024,BG,MK,995993.11,0.99599311
2024,TR,BG,988464.8,0.9884648
2024,UA-IPS,PL,954993.42,0.9549934200000001
2024,HU,SI,922028.08,0.9220280799999999
2024,SI,HU,848475.2,0.8484752
2024,RS,BA,845786.58,0.84578658
2024,HU,RS,815428.41,0.81542841
2024,RS,HU,772692.03,0.77269203
2024,UA,HU,761877.61,0.76187761
2024,ME,XK*,729441.0,0.729441
2024,TR,GR,686894.0,0.686894
2024,LT,PL,679158.57,0.6791585699999999
2024,PL,UA,669711.7,0.6697116999999999
2024,AL,GR,655991.44,0.65599144
2024,XK*,ME,591272.3,0.5912723000000001
2024,IT-North,SI,581538.56,0.58153856
2024,IT-South,GR,577795.0,0.577795
2024,RS,MK,572969.84,0.57296984
2024,CZ,PL,562865.75,0.56286575
2024,PL,DE-LU,539566.2,0.5395662
2024,HR,HU,526988.5,0.5269885
2024,MK,XK*,511042.4,0.5110424
2024,BG,TR,491176.0,0.491176
2024,IT-Centre-South,ME,423412.0,0.423412
2024,PL,SE4,388369.27,0.38836927000000004
2024,XK*,AL,385512.7,0.3855127
2024,SK,PL,360211.22,0.36021122
2024,SI,AT,297191.7,0.2971917
2024,UA,SK,295842.27999999997,0.29584227999999996
2024,UA-IPS,SK,295842.27999999997,0.29584227999999996
2024,RO,UA,292473.47,0.29247346999999996
2024,RO,UA-IPS,292473.47,0.29247346999999996
2024,UA,PL,270186.08,0.27018608
2024,HU,AT,243294.04,0.24329404000000002
2024,MK,BG,236400.01,0.23640001000000002
2024,UA-IPS,MD,228703.0,0.228703
2024,UA,MD,228703.0,0.228703
2024,AT,CZ,222721.3,0.22272129999999998
2024,HU,SK,213701.56,0.21370155999999998
2024,RO,HU,210968.92,0.21096892
2024,ME,BA,198167.48,0.19816748
2024,GR,TR,185463.0,0.185463
2024,MD,RO,171862.75,0.17186275
2024,GE,AM,132966.3,0.13296629999999998
