year,source,target,flow_mw,flow_twh
2023,SK,HU,21357078.46,21.35707846
2023,CZ,SK,11211504.14,11.21150414
2023,CZ,AT,8034091.4,8.034091400000001
2023,DE-LU,PL,7926626.08,7.92662608
2023,PL,SK,7243287.08,7.24328708
2023,SI,IT-North,6504136.81,6.504136809999999
2023,HR,SI,6267728.5,6.2677285
2023,MK,GR,5998348.0,5.998348
2023,HU,HR,5194485.04,5.19448504
2023,PL,CZ,4966334.33,4.9663343300000005
2023,CZ,DE-LU,4666947.52,4.66694752
2023,GE,TR,4643747.44,4.64374744
2023,BG,GR,4465718.8,4.465718799999999
2023,UA-IPS,HU,4200742.3,4.2007423
2023,ME,IT-Centre-South,4196184.2,4.1961842
2023,SE4,PL,4041620.29,4.04162029
2023,DE-LU,CZ,3588991.98,3.58899198
2023,AT,HU,3258443.46,3.25844346
2023,RO,BG,3209064.16,3.20906416
2023,BA,ME,3133204.19,3.13320419
2023,HU,RO,3044242.14,3.04424214
2023,AZ,GE,3039497.03,3.0394970299999997
2023,RS,XK*,2972046.14,2.9720461400000002
2023,AT,SI,2799815.97,2.79981597
2023,BG,RS,2535828.0,2.535828
2023,RS,HR,2501476.0,2.501476
2023,RO,RS,2355207.66,2.35520766
2023,RO,MD,2310635.5,2.3106355
2023,SI,HR,2260327.0,2.260327
2023,BA,HR,2231710.0,2.23171
2023,MD,UA,2231684.0,2.231684
2023,MD,UA-IPS,2231684.0,2.231684
2023,UA,HU,2100371.15,2.10037115
2023,GR,IT-South,1985292.0,1.985292
2023,SK,CZ,1779121.38,1.7791213799999999
2023,AL,ME,1612095.14,1.6120951399999999
2023,SK,UA,1596244.75,1.59624475
2023,SK,UA-IPS,1596244.75,1.59624475
2023,BG,MK,1594583.2,1.5945832
2023,RS,RO,1564581.9,1.5645818999999999
2023,RS,ME,1534930.7,1.5349306999999999
2023,LT,PL,1529336.75,1.52933675
2023,HU,SI,1472950.4,1.4729504
2023,AL,XK*,1465474.28,1.46547428
2023,ME,AL,1268198.42,1.2681984199999998
2023,RS,BA,1241567.7,1.2415677
2023,HR,HU,1238152.9,1.2381529
2023,BG,TR,1232933.6,1.2329336000000002
2023,UA-IPS,RO,1155547.58,1.1555475800000001
2023,UA,RO,1155547.58,1.1555475800000001
2023,RO,HU,1146107.98,1.14610798
2023,RU,GE,1126781.68,1.12678168
2023,TR,GR,1118477.0,1.118477
2023,SI,AT,1087854.06,1.08785406
2023,BA,RS,1073441.02,1.07344102
2023,XK*,MK,1040812.2,1.0408122
2023,AL,GR,1023654.0,1.023654
2023,ME,RS,1021672.22,1.02167222
2023,RS,HU,1021620.1,1.0216201
2023,PL,LT,996397.32,0.9963973199999999
2023,HR,BA,959494.0,0.959494
2023,BG,RO,959423.76,0.95942376
2023,XK*,AL,838515.36,0.8385153599999999
2023,MK,RS,741127.82,0.74112782
2023,HU,AT,740553.57,0.74055357
2023,GR,MK,652447.88,0.65244788
2023,UA-IPS,PL,642855.42,0.6428554200000001
2023,IT-South,GR,640216.0,0.640216
2023,UA-IPS,SK,636059.83,0.63605983
2023,UA,SK,636059.83,0.63605983
2023,RS,MK,626539.84,0.62653984
2023,HU,RS,599557.69,0.5995576899999999
2023,GR,AL,595269.0,0.595269
2023,PL,UA-IPS,593189.34,0.59318934
2023,HU,UA-IPS,560029.64,0.56002964
2023,SK,PL,528231.6,0.5282316
2023,ME,XK*,526831.2,0.5268311999999999
2023,HR,RS,523900.0,0.5239
2023,RO,UA-IPS,511750.29,0.5117502899999999
2023,RO,UA,511750.29,0.5117502899999999
2023,RS,BG,496614.26,0.49661426000000003
2023,PL,DE-LU,452118.0,0.452118
2023,XK*,ME,450892.2,0.4508922
2023,XK*,RS,410643.68,0.41064368
2023,CZ,PL,368149.7,0.3681497
2023,MK,XK*,360045.8,0.36004579999999997
2023,TR,BG,344217.6,0.34421759999999996
2023,GR,BG,337265.92,0.33726592
2023,HU,UA,280014.82,0.28001482
2023,PL,SE4,252940.75,0.25294075
2023,SI,HU,231003.87,0.23100387
2023,HU,SK,176598.28,0.17659828
2023,ME,BA,169688.06,0.16968806
2023,UA,MD,153832.0,0.153832
2023,UA-IPS,MD,153832.0,0.153832
2023,AM,GE,142900.33,0.14290033
2023,MD,RO,139899.5,0.1398995
2023,AT,CZ,95769.2,0.0957692
2023,GE,AZ,87016.94,0.08701694
2023,GR,TR,85983.0,0.085983
2023,GE,AM,78446.3,0.0784463
2023,LT,RU-KGD,64973.0,0.064973
2023,RU-KGD,LT,61797.0,0.061797
2023,IT-Centre-South,ME,51245.0,0.051245
2023,UA,PL,37725.91,0.03772591
2023,UA-DobTPP,PL,37725.91,0.03772591
2023,MK,BG,36295.32,0.03629532
2023,IT-North,SI,24333.37,0.02433337
2023,TR,GE,25.08,2.5079999999999997e-05
2023,GE,RU,17.95,1.795e-05
2023,PL,UA-DobTPP,0.0,0.0
2023,PL,UA,0.0,0.0
2023,UA-IPS,BY,0.0,0.0
2023,UA-IPS,RU,0.0,0.0
2023,BY,UA-IPS,0.0,0.0
2023,RU,UA-IPS,0.0,0.0
