"MTU","Out Area","In Area","Physical Flow (MW)"
"01/01/2021 00:00:00 - 01/01/2021 01:00:00","BZN|GE","BZN|AM","n/e"
"01/01/2021 00:00:00 - 01/01/2021 01:00:00","BZN|AM","BZN|GE","n/e"
"01/01/2021 00:00:00 - 01/01/2021 01:00:00","BZN|GE","BZN|AZ","n/e"
"01/01/2021 00:00:00 - 01/01/2021 01:00:00","BZN|AZ","BZN|GE","n/e"
"01/01/2021 00:00:00 - 01/01/2021 01:00:00","BZN|GE","BZN|RU","n/e"
"01/01/2021 00:00:00 - 01/01/2021 01:00:00","BZN|RU","BZN|GE","n/e"
"01/01/2021 00:00:00 - 01/01/2021 01:00:00","BZN|GE","BZN|TR","n/e"
"01/01/2021 00:00:00 - 01/01/2021 01:00:00","BZN|TR","BZN|GE","n/e"
"01/01/2021 01:00:00 - 01/01/2021 02:00:00","BZN|GE","BZN|AM","n/e"
"01/01/2021 01:00:00 - 01/01/2021 02:00:00","BZN|AM","BZN|GE","n/e"
"01/01/2021 01:00:00 - 01/01/2021 02:00:00","BZN|GE","BZN|AZ","n/e"
"01/01/2021 01:00:00 - 01/01/2021 02:00:00","BZN|AZ","BZN|GE","n/e"
"01/01/2021 01:00:00 - 01/01/2021 02:00:00","BZN|GE","BZN|RU","n/e"
"01/01/2021 01:00:00 - 01/01/2021 02:00:00","BZN|RU","BZN|GE","n/e"
"01/01/2021 01:00:00 - 01/01/2021 02:00:00","BZN|GE","BZN|TR","n/e"
"01/01/2021 01:00:00 - 01/01/2021 02:00:00","BZN|TR","BZN|GE","n/e"
"01/01/2021 02:00:00 - 01/01/2021 03:00:00","BZN|GE","BZN|AM","n/e"
"01/01/2021 02:00:00 - 01/01/2021 03:00:00","BZN|AM","BZN|GE","n/e"
"01/01/2021 02:00:00 - 01/01/2021 03:00:00","BZN|GE","BZN|AZ","n/e"
"01/01/2021 02:00:00 - 01/01/2021 03:00:00","BZN|AZ","BZN|GE","n/e"
"01/01/2021 02:00:00 - 01/01/2021 03:00:00","BZN|GE","BZN|RU","n/e"
"01/01/2021 02:00:00 - 01/01/2021 03:00:00","BZN|RU","BZN|GE","n/e"
"01/01/2021 02:00:00 - 01/01/2021 03:00:00","BZN|GE","BZN|TR","n/e"
"01/01/2021 02:00:00 - 01/01/2021 03:00:00","BZN|TR","BZN|GE","n/e"
"01/01/2021 03:00:00 - 01/01/2021 04:00:00","BZN|GE","BZN|AM","n/e"
"01/01/2021 03:00:00 - 01/01/2021 04:00:00","BZN|AM","BZN|GE","n/e"
"01/01/2021 03:00:00 - 01/01/2021 04:00:00","BZN|GE","BZN|AZ","n/e"
"01/01/2021 03:00:00 - 01/01/2021 04:00:00","BZN|AZ","BZN|GE","n/e"
"01/01/2021 03:00:00 - 01/01/2021 04:00:00","BZN|GE","BZN|RU","n/e"
"01/01/2021 03:00:00 - 01/01/2021 04:00:00","BZN|RU","BZN|GE","n/e"
"01/01/2021 03:00:00 - 01/01/2021 04:00:00","BZN|GE","BZN|TR","n/e"
"01/01/2021 03:00:00 - 01/01/2021 04:00:00","BZN|TR","BZN|GE","n/e"
"01/01/2021 04:00:00 - 01/01/2021 05:00:00","BZN|GE","BZN|AM","n/e"
"01/01/2021 04:00:00 - 01/01/2021 05:00:00","BZN|AM","BZN|GE","n/e"
"01/01/2021 04:00:00 - 01/01/2021 05:00:00","BZN|GE","BZN|AZ","n/e"
"01/01/2021 04:00:00 - 01/01/2021 05:00:00","BZN|AZ","BZN|GE","n/e"
"01/01/2021 04:00:00 - 01/01/2021 05:00:00","BZN|GE","BZN|RU","n/e"
"01/01/2021 04:00:00 - 01/01/2021 05:00:00","BZN|RU","BZN|GE","n/e"
"01/01/2021 04:00:00 - 01/01/2021 05:00:00","BZN|GE","BZN|TR","n/e"
"01/01/2021 04:00:00 - 01/01/2021 05:00:00","BZN|TR","BZN|GE","n/e"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|GE","BZN|AM","n/e"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|AM","BZN|GE","n/e"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|GE","BZN|AZ","n/e"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|AZ","BZN|GE","n/e"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|GE","BZN|RU","n/e"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|RU","BZN|GE","n/e"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|GE","BZN|TR","n/e"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|TR","BZN|GE","n/e"
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|GE","BZN|AM","n/e"
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|AM","BZN|GE","n/e"
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|GE","BZN|AZ","n/e"
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|AZ","BZN|GE","n/e"
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|GE","BZN|RU","n/e"
