"MTU","Out Area","In Area","Physical Flow (MW)"
"01/01/2020 00:00:00 - 01/01/2020 01:00:00","BZN|PL","BZN|CZ","476.48"
"01/01/2020 00:00:00 - 01/01/2020 01:00:00","BZN|CZ","BZN|PL","0.00"
"01/01/2020 00:00:00 - 01/01/2020 01:00:00","BZN|PL","BZN|CZ-DE-SK","n/e"
"01/01/2020 00:00:00 - 01/01/2020 01:00:00","BZN|CZ-DE-SK","BZN|PL","n/e"
"01/01/2020 00:00:00 - 01/01/2020 01:00:00","BZN|PL","BZN|DE-AT-LU","n/e"
"01/01/2020 00:00:00 - 01/01/2020 01:00:00","BZN|DE-AT-LU","BZN|PL","n/e"
"01/01/2020 00:00:00 - 01/01/2020 01:00:00","BZN|PL","BZN|DE-LU","0.00"
"01/01/2020 00:00:00 - 01/01/2020 01:00:00","BZN|DE-LU","BZN|PL","463.50"
"01/01/2020 00:00:00 - 01/01/2020 01:00:00","BZN|PL","BZN|LT","0.00"
"01/01/2020 00:00:00 - 01/01/2020 01:00:00","BZN|LT","BZN|PL","400.68"
"01/01/2020 00:00:00 - 01/01/2020 01:00:00","BZN|PL","BZN|SE4","0.00"
"01/01/2020 00:00:00 - 01/01/2020 01:00:00","BZN|SE4","BZN|PL","0.00"
"01/01/2020 00:00:00 - 01/01/2020 01:00:00","BZN|PL","BZN|SK","736.80"
"01/01/2020 00:00:00 - 01/01/2020 01:00:00","BZN|SK","BZN|PL","0.00"
"01/01/2020 00:00:00 - 01/01/2020 01:00:00","BZN|PL","BZN|UA","0.00"
"01/01/2020 00:00:00 - 01/01/2020 01:00:00","BZN|UA","BZN|PL","0.00"
"01/01/2020 00:00:00 - 01/01/2020 01:00:00","BZN|PL","BZN|UA-DobTPP","0.00"
"01/01/2020 00:00:00 - 01/01/2020 01:00:00","BZN|UA-DobTPP","BZN|PL","0.00"
"01/01/2020 00:00:00 - 01/01/2020 01:00:00","BZN|PL","BZN|UA-IPS","n/e"
"01/01/2020 00:00:00 - 01/01/2020 01:00:00","BZN|UA-IPS","BZN|PL","n/e"
"01/01/2020 01:00:00 - 01/01/2020 02:00:00","BZN|PL","BZN|CZ","669.59"
"01/01/2020 01:00:00 - 01/01/2020 02:00:00","BZN|CZ","BZN|PL","0.00"
"01/01/2020 01:00:00 - 01/01/2020 02:00:00","BZN|PL","BZN|CZ-DE-SK","n/e"
"01/01/2020 01:00:00 - 01/01/2020 02:00:00","BZN|CZ-DE-SK","BZN|PL","n/e"
"01/01/2020 01:00:00 - 01/01/2020 02:00:00","BZN|PL","BZN|DE-AT-LU","n/e"
"01/01/2020 01:00:00 - 01/01/2020 02:00:00","BZN|DE-AT-LU","BZN|PL","n/e"
"01/01/2020 01:00:00 - 01/01/2020 02:00:00","BZN|PL","BZN|DE-LU","0.00"
"01/01/2020 01:00:00 - 01/01/2020 02:00:00","BZN|DE-LU","BZN|PL","784.14"
"01/01/2020 01:00:00 - 01/01/2020 02:00:00","BZN|PL","BZN|LT","0.00"
"01/01/2020 01:00:00 - 01/01/2020 02:00:00","BZN|LT","BZN|PL","400.73"
"01/01/2020 01:00:00 - 01/01/2020 02:00:00","BZN|PL","BZN|SE4","0.00"
"01/01/2020 01:00:00 - 01/01/2020 02:00:00","BZN|SE4","BZN|PL","0.00"
"01/01/2020 01:00:00 - 01/01/2020 02:00:00","BZN|PL","BZN|SK","834.80"
"01/01/2020 01:00:00 - 01/01/2020 02:00:00","BZN|SK","BZN|PL","0.00"
"01/01/2020 01:00:00 - 01/01/2020 02:00:00","BZN|PL","BZN|UA","0.00"
"01/01/2020 01:00:00 - 01/01/2020 02:00:00","BZN|UA","BZN|PL","0.00"
"01/01/2020 01:00:00 - 01/01/2020 02:00:00","BZN|PL","BZN|UA-DobTPP","0.00"
"01/01/2020 01:00:00 - 01/01/2020 02:00:00","BZN|UA-DobTPP","BZN|PL","0.00"
"01/01/2020 01:00:00 - 01/01/2020 02:00:00","BZN|PL","BZN|UA-IPS","n/e"
"01/01/2020 01:00:00 - 01/01/2020 02:00:00","BZN|UA-IPS","BZN|PL","n/e"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|PL","BZN|CZ","744.25"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|CZ","BZN|PL","0.00"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|PL","BZN|CZ-DE-SK","n/e"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|CZ-DE-SK","BZN|PL","n/e"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|PL","BZN|DE-AT-LU","n/e"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|DE-AT-LU","BZN|PL","n/e"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|PL","BZN|DE-LU","0.00"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|DE-LU","BZN|PL","539.46"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|PL","BZN|LT","0.00"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|LT","BZN|PL","399.48"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|PL","BZN|SE4","0.00"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|SE4","BZN|PL","0.00"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|PL","BZN|SK","833.50"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|SK","BZN|PL","0.00"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|PL","BZN|UA","0.00"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|UA","BZN|PL","0.00"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|PL","BZN|UA-DobTPP","0.00"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|UA-DobTPP","BZN|PL","0.00"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|PL","BZN|UA-IPS","n/e"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|UA-IPS","BZN|PL","n/e"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|PL","BZN|CZ","801.81"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|CZ","BZN|PL","0.00"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|PL","BZN|CZ-DE-SK","n/e"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|CZ-DE-SK","BZN|PL","n/e"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|PL","BZN|DE-AT-LU","n/e"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|DE-AT-LU","BZN|PL","n/e"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|PL","BZN|DE-LU","0.00"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|DE-LU","BZN|PL","761.74"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|PL","BZN|LT","0.00"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|LT","BZN|PL","260.73"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|PL","BZN|SE4","0.00"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|SE4","BZN|PL","0.00"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|PL","BZN|SK","817.10"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|SK","BZN|PL","0.00"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|PL","BZN|UA","0.00"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|UA","BZN|PL","0.00"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|PL","BZN|UA-DobTPP","0.00"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|UA-DobTPP","BZN|PL","0.00"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|PL","BZN|UA-IPS","n/e"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|UA-IPS","BZN|PL","n/e"
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|PL","BZN|CZ","815.39"
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|CZ","BZN|PL","0.00"
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|PL","BZN|CZ-DE-SK","n/e"
