"MTU","Out Area","In Area","Physical Flow (MW)"
"01/01/2020 00:00:00 - 01/01/2020 01:00:00","BZN|RU-KGD","BZN|LT","245.00"
"01/01/2020 00:00:00 - 01/01/2020 01:00:00","BZN|LT","BZN|RU-KGD","0.00"
"01/01/2020 01:00:00 - 01/01/2020 02:00:00","BZN|RU-KGD","BZN|LT","147.00"
"01/01/2020 01:00:00 - 01/01/2020 02:00:00","BZN|LT","BZN|RU-KGD","0.00"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|RU-KGD","BZN|LT","244.00"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|LT","BZN|RU-KGD","0.00"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|RU-KGD","BZN|LT","447.00"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|LT","BZN|RU-KGD","0.00"
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|RU-KGD","BZN|LT","546.00"
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|LT","BZN|RU-KGD","0.00"
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|RU-KGD","BZN|LT","540.00"
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|LT","BZN|RU-KGD","0.00"
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|RU-KGD","BZN|LT","540.00"
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|LT","BZN|RU-KGD","0.00"
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|RU-KGD","BZN|LT","543.00"
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|LT","BZN|RU-KGD","0.00"
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|RU-KGD","BZN|LT","540.00"
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|LT","BZN|RU-KGD","0.00"
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|RU-KGD","BZN|LT","517.00"
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|LT","BZN|RU-KGD","0.00"
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|RU-KGD","BZN|LT","498.00"
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|LT","BZN|RU-KGD","0.00"
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|RU-KGD","BZN|LT","487.00"
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|LT","BZN|RU-KGD","0.00"
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|RU-KGD","BZN|LT","483.00"
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|LT","BZN|RU-KGD","0.00"
"01/01/2020 13:00:00 - 01/01/2020 14:00:00","BZN|RU-KGD","BZN|LT","480.00"
"01/01/2020 13:00:00 - 01/01/2020 14:00:00","BZN|LT","BZN|RU-KGD","0.00"
"01/01/2020 14:00:00 - 01/01/2020 15:00:00","BZN|RU-KGD","BZN|LT","478.00"
"01/01/2020 14:00:00 - 01/01/2020 15:00:00","BZN|LT","BZN|RU-KGD","0.00"
"01/01/2020 15:00:00 - 01/01/2020 16:00:00","BZN|RU-KGD","BZN|LT","459.00"
"01/01/2020 15:00:00 - 01/01/2020 16:00:00","BZN|LT","BZN|RU-KGD","0.00"
"01/01/2020 16:00:00 - 01/01/2020 17:00:00","BZN|RU-KGD","BZN|LT","441.00"
