"MTU","Out Area","In Area","Physical Flow (MW)"
"01/01/2022 00:00:00 - 01/01/2022 01:00:00","BZN|AL","BZN|GR","0.00"
"01/01/2022 00:00:00 - 01/01/2022 01:00:00","BZN|GR","BZN|AL","102.00"
"01/01/2022 00:00:00 - 01/01/2022 01:00:00","BZN|AL","BZN|ME","76.36"
"01/01/2022 00:00:00 - 01/01/2022 01:00:00","BZN|ME","BZN|AL","0.00"
"01/01/2022 00:00:00 - 01/01/2022 01:00:00","BZN|AL","BZN|RS","n/e"
"01/01/2022 00:00:00 - 01/01/2022 01:00:00","BZN|RS","BZN|AL","n/e"
"01/01/2022 00:00:00 - 01/01/2022 01:00:00","BZN|AL","BZN|XK*","78.95"
"01/01/2022 00:00:00 - 01/01/2022 01:00:00","BZN|XK*","BZN|AL","0.00"
"01/01/2022 01:00:00 - 01/01/2022 02:00:00","BZN|AL","BZN|GR","0.00"
"01/01/2022 01:00:00 - 01/01/2022 02:00:00","BZN|GR","BZN|AL","30.00"
"01/01/2022 01:00:00 - 01/01/2022 02:00:00","BZN|AL","BZN|ME","40.56"
"01/01/2022 01:00:00 - 01/01/2022 02:00:00","BZN|ME","BZN|AL","0.00"
"01/01/2022 01:00:00 - 01/01/2022 02:00:00","BZN|AL","BZN|RS","n/e"
"01/01/2022 01:00:00 - 01/01/2022 02:00:00","BZN|RS","BZN|AL","n/e"
"01/01/2022 01:00:00 - 01/01/2022 02:00:00","BZN|AL","BZN|XK*","91.78"
"01/01/2022 01:00:00 - 01/01/2022 02:00:00","BZN|XK*","BZN|AL","0.00"
"01/01/2022 02:00:00 - 01/01/2022 03:00:00","BZN|AL","BZN|GR","6.00"
"01/01/2022 02:00:00 - 01/01/2022 03:00:00","BZN|GR","BZN|AL","0.00"
"01/01/2022 02:00:00 - 01/01/2022 03:00:00","BZN|AL","BZN|ME","61.72"
"01/01/2022 02:00:00 - 01/01/2022 03:00:00","BZN|ME","BZN|AL","0.00"
"01/01/2022 02:00:00 - 01/01/2022 03:00:00","BZN|AL","BZN|RS","n/e"
"01/01/2022 02:00:00 - 01/01/2022 03:00:00","BZN|RS","BZN|AL","n/e"
"01/01/2022 02:00:00 - 01/01/2022 03:00:00","BZN|AL","BZN|XK*","67.96"
"01/01/2022 02:00:00 - 01/01/2022 03:00:00","BZN|XK*","BZN|AL","0.00"
"01/01/2022 03:00:00 - 01/01/2022 04:00:00","BZN|AL","BZN|GR","65.00"
"01/01/2022 03:00:00 - 01/01/2022 04:00:00","BZN|GR","BZN|AL","0.00"
"01/01/2022 03:00:00 - 01/01/2022 04:00:00","BZN|AL","BZN|ME","50.21"
"01/01/2022 03:00:00 - 01/01/2022 04:00:00","BZN|ME","BZN|AL","0.00"
"01/01/2022 03:00:00 - 01/01/2022 04:00:00","BZN|AL","BZN|RS","n/e"
"01/01/2022 03:00:00 - 01/01/2022 04:00:00","BZN|RS","BZN|AL","n/e"
"01/01/2022 03:00:00 - 01/01/2022 04:00:00","BZN|AL","BZN|XK*","42.88"
"01/01/2022 03:00:00 - 01/01/2022 04:00:00","BZN|XK*","BZN|AL","0.00"
"01/01/2022 04:00:00 - 01/01/2022 05:00:00","BZN|AL","BZN|GR","72.00"
"01/01/2022 04:00:00 - 01/01/2022 05:00:00","BZN|GR","BZN|AL","0.00"
"01/01/2022 04:00:00 - 01/01/2022 05:00:00","BZN|AL","BZN|ME","12.94"
"01/01/2022 04:00:00 - 01/01/2022 05:00:00","BZN|ME","BZN|AL","0.00"
"01/01/2022 04:00:00 - 01/01/2022 05:00:00","BZN|AL","BZN|RS","n/e"
"01/01/2022 04:00:00 - 01/01/2022 05:00:00","BZN|RS","BZN|AL","n/e"
"01/01/2022 04:00:00 - 01/01/2022 05:00:00","BZN|AL","BZN|XK*","0.00"
"01/01/2022 04:00:00 - 01/01/2022 05:00:00","BZN|XK*","BZN|AL","0.59"
"01/01/2022 05:00:00 - 01/01/2022 06:00:00","BZN|AL","BZN|GR","34.00"
"01/01/2022 05:00:00 - 01/01/2022 06:00:00","BZN|GR","BZN|AL","0.00"
"01/01/2022 05:00:00 - 01/01/2022 06:00:00","BZN|AL","BZN|ME","34.01"
"01/01/2022 05:00:00 - 01/01/2022 06:00:00","BZN|ME","BZN|AL","0.00"
"01/01/2022 05:00:00 - 01/01/2022 06:00:00","BZN|AL","BZN|RS","n/e"
"01/01/2022 05:00:00 - 01/01/2022 06:00:00","BZN|RS","BZN|AL","n/e"
