"MTU","Out Area","In Area","Physical Flow (MW)"
"01/01/2022 00:00:00 - 01/01/2022 01:00:00","BZN|RO","BZN|BG","127.00"
"01/01/2022 00:00:00 - 01/01/2022 01:00:00","BZN|BG","BZN|RO","0.00"
"01/01/2022 00:00:00 - 01/01/2022 01:00:00","BZN|RO","BZN|HU","0.00"
"01/01/2022 00:00:00 - 01/01/2022 01:00:00","BZN|HU","BZN|RO","79.41"
"01/01/2022 00:00:00 - 01/01/2022 01:00:00","BZN|RO","BZN|MD","0.00"
"01/01/2022 00:00:00 - 01/01/2022 01:00:00","BZN|MD","BZN|RO","0.00"
"01/01/2022 00:00:00 - 01/01/2022 01:00:00","BZN|RO","BZN|RS","534.98"
"01/01/2022 00:00:00 - 01/01/2022 01:00:00","BZN|RS","BZN|RO","0.00"
"01/01/2022 00:00:00 - 01/01/2022 01:00:00","BZN|RO","BZN|UA","N/A"
"01/01/2022 00:00:00 - 01/01/2022 01:00:00","BZN|UA","BZN|RO","N/A"
"01/01/2022 00:00:00 - 01/01/2022 01:00:00","BZN|RO","BZN|UA-IPS","n/e"
"01/01/2022 00:00:00 - 01/01/2022 01:00:00","BZN|UA-IPS","BZN|RO","n/e"
"01/01/2022 01:00:00 - 01/01/2022 02:00:00","BZN|RO","BZN|BG","299.00"
"01/01/2022 01:00:00 - 01/01/2022 02:00:00","BZN|BG","BZN|RO","0.00"
"01/01/2022 01:00:00 - 01/01/2022 02:00:00","BZN|RO","BZN|HU","0.00"
"01/01/2022 01:00:00 - 01/01/2022 02:00:00","BZN|HU","BZN|RO","89.94"
"01/01/2022 01:00:00 - 01/01/2022 02:00:00","BZN|RO","BZN|MD","0.00"
"01/01/2022 01:00:00 - 01/01/2022 02:00:00","BZN|MD","BZN|RO","0.00"
"01/01/2022 01:00:00 - 01/01/2022 02:00:00","BZN|RO","BZN|RS","555.07"
"01/01/2022 01:00:00 - 01/01/2022 02:00:00","BZN|RS","BZN|RO","0.00"
"01/01/2022 01:00:00 - 01/01/2022 02:00:00","BZN|RO","BZN|UA","0.00"
"01/01/2022 01:00:00 - 01/01/2022 02:00:00","BZN|UA","BZN|RO","80.25"
"01/01/2022 01:00:00 - 01/01/2022 02:00:00","BZN|RO","BZN|UA-IPS","n/e"
"01/01/2022 01:00:00 - 01/01/2022 02:00:00","BZN|UA-IPS","BZN|RO","n/e"
"01/01/2022 02:00:00 - 01/01/2022 03:00:00","BZN|RO","BZN|BG","265.00"
"01/01/2022 02:00:00 - 01/01/2022 03:00:00","BZN|BG","BZN|RO","0.00"
"01/01/2022 02:00:00 - 01/01/2022 03:00:00","BZN|RO","BZN|HU","0.00"
"01/01/2022 02:00:00 - 01/01/2022 03:00:00","BZN|HU","BZN|RO","69.91"
"01/01/2022 02:00:00 - 01/01/2022 03:00:00","BZN|RO","BZN|MD","0.00"
"01/01/2022 02:00:00 - 01/01/2022 03:00:00","BZN|MD","BZN|RO","0.00"
"01/01/2022 02:00:00 - 01/01/2022 03:00:00","BZN|RO","BZN|RS","660.03"
"01/01/2022 02:00:00 - 01/01/2022 03:00:00","BZN|RS","BZN|RO","0.00"
"01/01/2022 02:00:00 - 01/01/2022 03:00:00","BZN|RO","BZN|UA","0.00"
"01/01/2022 02:00:00 - 01/01/2022 03:00:00","BZN|UA","BZN|RO","60.00"
"01/01/2022 02:00:00 - 01/01/2022 03:00:00","BZN|RO","BZN|UA-IPS","n/e"
"01/01/2022 02:00:00 - 01/01/2022 03:00:00","BZN|UA-IPS","BZN|RO","n/e"
"01/01/2022 03:00:00 - 01/01/2022 04:00:00","BZN|RO","BZN|BG","364.00"
"01/01/2022 03:00:00 - 01/01/2022 04:00:00","BZN|BG","BZN|RO","0.00"
"01/01/2022 03:00:00 - 01/01/2022 04:00:00","BZN|RO","BZN|HU","0.00"
"01/01/2022 03:00:00 - 01/01/2022 04:00:00","BZN|HU","BZN|RO","81.36"
"01/01/2022 03:00:00 - 01/01/2022 04:00:00","BZN|RO","BZN|MD","0.00"
"01/01/2022 03:00:00 - 01/01/2022 04:00:00","BZN|MD","BZN|RO","0.00"
"01/01/2022 03:00:00 - 01/01/2022 04:00:00","BZN|RO","BZN|RS","669.72"
"01/01/2022 03:00:00 - 01/01/2022 04:00:00","BZN|RS","BZN|RO","0.00"
"01/01/2022 03:00:00 - 01/01/2022 04:00:00","BZN|RO","BZN|UA","0.00"
"01/01/2022 03:00:00 - 01/01/2022 04:00:00","BZN|UA","BZN|RO","57.75"
"01/01/2022 03:00:00 - 01/01/2022 04:00:00","BZN|RO","BZN|UA-IPS","n/e"
"01/01/2022 03:00:00 - 01/01/2022 04:00:00","BZN|UA-IPS","BZN|RO","n/e"
"01/01/2022 04:00:00 - 01/01/2022 05:00:00","BZN|RO","BZN|BG","414.00"
"01/01/2022 04:00:00 - 01/01/2022 05:00:00","BZN|BG","BZN|RO","0.00"
"01/01/2022 04:00:00 - 01/01/2022 05:00:00","BZN|RO","BZN|HU","0.00"
"01/01/2022 04:00:00 - 01/01/2022 05:00:00","BZN|HU","BZN|RO","90.33"
"01/01/2022 04:00:00 - 01/01/2022 05:00:00","BZN|RO","BZN|MD","0.00"
"01/01/2022 04:00:00 - 01/01/2022 05:00:00","BZN|MD","BZN|RO","0.00"
